0.000000,0.000000,0.337400,0.000000,0.000000,0.000000,1.000000,0.000000,0.800000,-1.500000,0.000000,0.800000,-1.500000,0.000000,1.000000,-1.500000,0.000000,1.000000,-1.500000
0.000000,0.000000,0.337400,0.041189,0.000000,0.000000,0.999151,-0.072607,0.783573,-1.461609,-0.086568,0.820982,-1.514387,-0.073333,0.969758,-1.441865,-0.083899,1.005702,-1.509288
0.000000,0.000000,0.337400,0.082308,0.000000,0.000000,0.996607,-0.145213,0.767145,-1.423218,-0.173137,0.841963,-1.528773,-0.146667,0.939515,-1.383730,-0.167798,1.011404,-1.518576
0.000000,0.000000,0.337400,0.123287,0.000000,0.000000,0.992371,-0.217820,0.750718,-1.384827,-0.259705,0.862945,-1.543160,-0.220000,0.909273,-1.325594,-0.251698,1.017107,-1.527865
0.000000,0.000000,0.337400,0.164057,0.000000,0.000000,0.986451,-0.290426,0.734291,-1.346436,-0.346273,0.883926,-1.557546,-0.293333,0.879030,-1.267459,-0.335597,1.022809,-1.537153
0.000000,0.000000,0.337400,0.204549,0.000000,0.000000,0.978856,-0.363033,0.717863,-1.308045,-0.432842,0.904908,-1.571933,-0.366667,0.848788,-1.209324,-0.419496,1.028511,-1.546441
0.000000,0.000000,0.337400,0.244694,0.000000,0.000000,0.969600,-0.435639,0.701436,-1.269653,-0.519410,0.925889,-1.586319,-0.440000,0.818545,-1.151189,-0.503395,1.034213,-1.555729
0.000000,0.000000,0.344589,0.184645,0.000000,0.000000,0.982805,-0.327271,0.705085,-1.280687,-0.568761,0.857263,-1.564847,-0.330547,0.819354,-1.161366,-0.564180,0.952297,-1.541866
0.000000,0.000000,0.351778,0.123898,0.000000,0.000000,0.992295,-0.218903,0.708735,-1.291721,-0.618111,0.788636,-1.543374,-0.221095,0.820163,-1.171544,-0.624965,0.870381,-1.528003
0.000000,0.000000,0.358967,0.062682,0.000000,0.000000,0.998034,-0.110535,0.712384,-1.302755,-0.667462,0.720010,-1.521902,-0.111642,0.820972,-1.181721,-0.685750,0.788466,-1.514140
0.000000,0.000000,0.366156,0.001230,0.000000,0.000000,0.999999,-0.002167,0.716034,-1.313789,-0.716812,0.651383,-1.500429,-0.002189,0.821781,-1.191899,-0.746535,0.706550,-1.500277
0.000000,0.000000,0.386098,-0.141718,0.000000,0.000000,0.989907,0.292327,0.674896,-1.252232,-0.795316,0.482531,-1.500000,0.300620,0.792079,-1.114612,-0.807781,0.533817,-1.500000
0.000000,0.000000,0.406300,-0.283360,0.000000,0.000000,0.959013,0.590619,0.632844,-1.189193,-0.874415,0.311633,-1.500000,0.607375,0.761755,-1.035540,-0.869037,0.359231,-1.500000
0.000000,0.000000,0.428751,-0.465204,0.000000,0.000000,0.885204,1.038245,0.431690,-0.844649,-1.043810,0.327797,-1.500000,1.038574,0.528434,-0.841636,-1.043704,0.359231,-1.500000
0.000000,0.000000,0.508293,-0.693228,0.000000,0.000000,0.720719,1.047198,0.473567,-1.140946,-1.047198,0.328120,-1.500000,1.047198,0.523768,-0.837758,-1.047198,0.359231,-1.500000
0.000000,0.000000,0.523000,-0.860523,0.000000,0.000000,0.509411,1.047198,0.474035,-1.144039,-1.047198,0.328120,-1.500000,1.047198,0.523768,-0.837758,-1.047198,0.359231,-1.500000
0.000000,0.000000,0.523000,-0.943443,0.000000,0.000000,0.331536,1.047198,0.474035,-1.144039,-1.047198,0.328120,-1.500000,1.047198,0.523768,-0.837758,-1.047198,0.359231,-1.500000
0.000000,0.000000,0.523000,-0.992487,0.000000,0.000000,0.122349,1.047198,0.474035,-1.144039,-1.047198,0.568980,-1.500000,1.047198,0.523768,-0.837758,-1.047198,0.483248,-1.500000
0.000000,0.000000,0.523000,-0.994659,0.000000,0.000000,-0.103220,0.854289,0.634120,-1.463237,-0.653864,0.713609,-1.431384,0.836744,0.642697,-1.224536,-0.684392,0.569251,-1.388001
0.000000,0.000000,0.523000,-0.946182,0.000000,0.000000,-0.323636,0.659433,0.795822,-1.785659,-0.256558,0.857216,-1.362075,0.624165,0.762827,-1.615221,-0.317921,0.654845,-1.274871
0.000000,0.000000,0.523000,0.890127,0.000000,0.000000,0.455713,0.365339,0.893028,-1.742726,-0.145916,0.860088,-1.360689,0.301560,0.795681,-1.687005,-0.156092,0.656557,-1.272609
0.000000,0.000000,0.523000,0.816720,0.000000,0.000000,0.577034,0.069219,0.988918,-1.692337,-0.041124,0.860088,-1.360689,-0.023291,0.826753,-1.752281,0.001561,0.656557,-1.272609
0.000000,0.026716,0.495239,0.583569,0.000000,0.000000,0.812064,0.069219,0.988918,-1.692337,-0.041124,0.956150,-1.586858,-0.023291,0.874165,-1.730761,0.001561,0.749424,-1.438270
0.000000,0.053433,0.467478,0.286460,0.000000,0.000000,0.958092,0.069219,0.988918,-1.692337,-0.041124,1.052211,-1.813027,-0.023291,0.921576,-1.709240,0.001561,0.842290,-1.603932
0.000000,0.053700,0.346900,0.126861,0.000000,0.000000,0.991921,0.069219,0.862975,-1.493461,-0.041124,1.053171,-1.815289,-0.023291,0.922050,-1.709025,0.001561,0.843219,-1.605589
0.000000,0.053700,0.273763,0.022300,0.000000,0.000000,0.999751,0.069219,0.984092,-1.696195,-0.041124,1.081998,-1.957272,-0.023291,0.888945,-1.782906,0.001561,1.021582,-1.903986
0.000000,0.053700,0.248047,0.020202,0.000000,0.000000,0.999796,0.069219,1.092322,-1.868039,-0.041124,1.193289,-2.021159,-0.023291,0.958710,-1.932413,0.001561,1.049860,-2.030764
0.000000,0.053700,0.223300,0.020202,0.000000,0.000000,0.999796,0.069219,1.200290,-2.039251,-0.041124,1.306263,-2.083452,-0.023291,1.030574,-2.083463,0.001561,1.075074,-2.154041
0.000000,0.053700,0.230388,0.020202,0.000000,0.000000,0.999796,0.069219,1.180621,-1.999839,-0.041124,1.278692,-2.041093,-0.023291,1.009863,-2.043483,0.001561,1.051158,-2.108784
0.000000,0.053700,0.237476,0.020202,0.000000,0.000000,0.999796,0.069219,1.160951,-1.960427,-0.041124,1.251122,-1.998734,-0.023291,0.989153,-2.003504,0.001561,1.027241,-2.063528
0.000000,0.053700,0.244563,0.020202,0.000000,0.000000,0.999796,0.069219,1.141282,-1.921015,-0.041124,1.223551,-1.956375,-0.023291,0.968442,-1.963524,0.001561,1.003324,-2.018272
0.000000,0.053700,0.251651,0.020202,0.000000,0.000000,0.999796,0.069219,1.121613,-1.881603,-0.041124,1.195981,-1.914016,-0.023291,0.947732,-1.923544,0.001561,0.979407,-1.973016
0.000000,0.053700,0.258739,0.020202,0.000000,0.000000,0.999796,0.069219,1.101944,-1.842190,-0.041124,1.168410,-1.871656,-0.023291,0.927021,-1.883564,0.001561,0.955490,-1.927759
0.000000,0.053700,0.265827,0.020202,0.000000,0.000000,0.999796,0.069219,1.082274,-1.802778,-0.041124,1.140840,-1.829297,-0.023291,0.906311,-1.843584,0.001561,0.931574,-1.882503
0.000000,0.053700,0.272915,0.020202,0.000000,0.000000,0.999796,0.069219,1.062605,-1.763366,-0.041124,1.113269,-1.786938,-0.023291,0.885600,-1.803605,0.001561,0.907657,-1.837247
0.000000,0.053700,0.280002,0.020202,0.000000,0.000000,0.999796,0.069219,1.042936,-1.723954,-0.041124,1.085699,-1.744579,-0.023291,0.864889,-1.763625,0.001561,0.883740,-1.791990
0.000000,0.053700,0.287090,0.020202,0.000000,0.000000,0.999796,0.069219,1.023266,-1.684541,-0.041124,1.058128,-1.702220,-0.023291,0.844179,-1.723645,0.001561,0.859823,-1.746734
0.000000,0.053700,0.294178,0.020202,0.000000,0.000000,0.999796,0.069219,1.003597,-1.645129,-0.041124,1.030558,-1.659860,-0.023291,0.823468,-1.683665,0.001561,0.835906,-1.701478
0.000000,0.053700,0.301266,0.020202,0.000000,0.000000,0.999796,0.069219,0.983928,-1.605717,-0.041124,1.002987,-1.617501,-0.023291,0.802758,-1.643685,0.001561,0.811990,-1.656221
0.000000,0.053700,0.308354,0.020202,0.000000,0.000000,0.999796,0.069219,0.964259,-1.566305,-0.041124,0.975417,-1.575142,-0.023291,0.782047,-1.603705,0.001561,0.788073,-1.610965
0.000000,0.053700,0.315441,0.020202,0.000000,0.000000,0.999796,0.069219,0.944589,-1.526893,-0.041124,0.947846,-1.532783,-0.023291,0.761337,-1.563726,0.001561,0.764156,-1.565709
0.000000,0.053700,0.322529,0.020202,0.000000,0.000000,0.999796,0.069219,0.924920,-1.487480,-0.041124,0.920276,-1.490424,-0.023291,0.740626,-1.523746,0.001561,0.740239,-1.520453
